Date,Price
2019-08-25,80.929851
2019-08-26,80.696148
2019-08-27,80.342207
2019-08-28,79.377284
2019-08-29,73.623140
2019-08-30,67.615703
2019-08-31,67.875659
2019-09-01,67.540175
2019-09-02,71.836448
2019-09-03,73.139219
2019-09-04,74.799098
2019-09-05,73.720539
2019-09-06,76.055765
2019-09-07,75.646354
2019-09-08,78.317752
2019-09-09,77.367618
2019-09-10,75.095660
2019-09-11,72.387538
2019-09-12,74.011260
2019-09-13,75.029715
2019-09-14,75.964543
2019-09-15,75.855595
2019-09-16,75.267198
2019-09-17,75.243169
2019-09-18,74.172305
2019-09-19,81.427906
2019-09-20,76.090880
2019-09-21,74.537169
2019-09-22,73.215397
2019-09-23,73.341436
2019-09-24,69.370569
2019-09-25,59.458500
2019-09-26,59.641589
2019-09-27,57.494336
2019-09-28,57.538512
2019-09-29,57.667063
2019-09-30,56.072484
2019-10-01,56.793058
2019-10-02,55.674517
2019-10-03,55.721559
2019-10-04,56.140181
2019-10-05,57.338375
2019-10-06,56.523303
2019-10-07,55.041025
2019-10-08,56.642762
2019-10-09,55.982142
2019-10-10,57.341543
2019-10-11,55.753279
2019-10-12,54.297438
2019-10-13,53.695535
2019-10-14,53.141885
2019-10-15,52.879056
2019-10-16,52.025116
2019-10-17,54.940334
2019-10-18,55.907610
2019-10-19,56.636859
2019-10-20,54.264129
2019-10-21,56.476952
2019-10-22,57.997295
2019-10-23,56.708430
2019-10-24,52.886583
2019-10-25,53.428688
2019-10-26,58.810254
2019-10-27,56.571653
2019-10-28,59.885465
2019-10-29,59.673781
2019-10-30,59.477320
2019-10-31,58.550080
2019-11-01,59.129950
2019-11-02,60.616578
2019-11-03,62.071875
2019-11-04,63.546676
2019-11-05,63.107404
2019-11-06,62.805975
2019-11-07,63.942643
2019-11-08,63.074956
2019-11-09,60.757978
2019-11-10,61.879406
2019-11-11,63.805378
2019-11-12,61.859843
2019-11-13,62.263302
2019-11-14,65.101923
2019-11-15,64.959047
2019-11-16,62.019110
2019-11-17,61.530667
2019-11-18,61.769029
2019-11-19,58.574519
2019-11-20,58.558169
2019-11-21,58.060876
2019-11-22,54.053983
2019-11-23,51.240484
2019-11-24,51.700992
2019-11-25,47.991898
2019-11-26,50.233406
2019-11-27,51.307728
2019-11-28,55.823326
2019-11-29,54.429979
2019-11-30,55.591707
2019-12-01,56.596671
2019-12-02,53.664845
2019-12-03,53.770816
2019-12-04,53.652302
2019-12-05,52.646479
2019-12-06,53.437601
2019-12-07,53.507228
2019-12-08,53.889558
2019-12-09,53.548481
2019-12-10,53.554574
2019-12-11,52.771967
2019-12-12,52.938274
2019-12-13,52.994110
2019-12-14,52.584387
2019-12-15,51.416764
2019-12-16,50.598693
2019-12-17,49.174041
2019-12-18,45.058201
2019-12-19,47.684947
2019-12-20,47.515221
2019-12-21,46.975930
2019-12-22,45.048431
2019-12-23,47.270339
2019-12-24,47.168302
2019-12-25,45.769207
2019-12-26,45.805073
2019-12-27,45.178593
2019-12-28,45.115196
2019-12-29,45.477712
2019-12-30,46.752058
2019-12-31,46.216225
2020-01-01,44.607316
2020-01-02,45.718831
2020-01-03,45.264014
2020-01-04,50.881967
2020-01-05,49.611822
2020-01-06,53.585996
2020-01-07,58.657004
2020-01-08,58.435084
2020-01-09,59.409896
2020-01-10,58.586229
2020-01-11,58.669943
2020-01-12,58.256067
2020-01-13,58.420376
2020-01-14,57.862454
2020-01-15,62.730214
2020-01-16,67.831437
2020-01-17,65.627981
2020-01-18,69.149031
2020-01-19,67.284964
2020-01-20,64.967676
2020-01-21,65.003174
2020-01-22,65.915868
2020-01-23,64.790515
2020-01-24,62.381536
2020-01-25,61.752478
2020-01-26,61.514793
2020-01-27,63.656327
2020-01-28,65.116628
2020-01-29,67.388451
2020-01-30,69.789059
2020-01-31,74.521329
2020-02-01,71.929126
2020-02-02,73.190271
2020-02-03,74.846226
2020-02-04,76.168756
2020-02-05,74.734825
2020-02-06,77.530173
2020-02-07,77.199918
2020-02-08,79.774695
2020-02-09,80.739411
2020-02-10,86.876541
2020-02-11,84.582674
2020-02-12,89.948851
2020-02-13,95.162216
2020-02-14,92.175512
2020-02-15,94.373803
2020-02-16,88.665624
2020-02-17,89.033772
2020-02-18,82.554922
2020-02-19,85.917420
2020-02-20,77.991387
2020-02-21,76.287601
2020-02-22,80.291440
2020-02-23,78.964769
2020-02-24,84.695599
2020-02-25,79.102595
2020-02-26,76.762320
2020-02-27,70.975080
2020-02-28,69.403406
2020-02-29,68.493921
2020-03-01,66.019780
2020-03-02,64.471820
2020-03-03,68.329662
2020-03-04,66.393838
2020-03-05,65.825023
2020-03-06,68.331306
2020-03-07,68.968890
2020-03-08,65.405822
2020-03-09,55.889305
2020-03-10,55.187752
2020-03-11,54.953651
2020-03-12,54.195577
2020-03-13,32.354986
2020-03-14,36.530681
2020-03-15,36.359226
2020-03-16,38.048791
2020-03-17,33.949663
2020-03-18,36.515077
2020-03-19,36.703167
2020-03-20,40.974169
2020-03-21,40.030236
2020-03-22,40.997091
2020-03-23,38.406993
2020-03-24,44.338305
2020-03-25,47.109929
2020-03-26,47.038070
2020-03-27,50.208191
2020-03-28,47.847071
2020-03-29,47.066375
2020-03-30,44.180026
2020-03-31,46.655693
2020-04-01,47.890644
2020-04-02,48.340118
2020-04-03,50.706309
2020-04-04,52.843428
2020-04-05,54.018777
2020-04-06,53.569567
2020-04-07,58.572788
2020-04-08,55.923093
2020-04-09,57.657099
2020-04-10,58.402713
2020-04-11,53.522407
2020-04-12,53.649742
2020-04-13,54.066734
2020-04-14,52.903425
2020-04-15,53.964460
2020-04-16,53.167352
2020-04-17,56.693305
2020-04-18,56.109895
2020-04-19,57.819237
2020-04-20,57.072944
2020-04-21,54.851340
2020-04-22,55.069857
2020-04-23,56.809168
2020-04-24,59.034679
2020-04-25,60.561691
2020-04-26,60.445420
2020-04-27,61.164685
2020-04-28,62.094472
2020-04-29,62.182258
2020-04-30,66.143555
2020-05-01,62.139442
2020-05-02,63.284247
2020-05-03,64.467144
2020-05-04,62.406226
2020-05-05,61.037263
2020-05-06,60.218563
2020-05-07,58.517887
2020-05-08,64.532960
2020-05-09,63.273706
2020-05-10,63.094265
2020-05-11,58.782654
2020-05-12,59.387068
2020-05-13,61.446156
2020-05-14,64.955995
2020-05-15,65.370336
2020-05-16,62.620852
2020-05-17,65.336547
2020-05-18,65.142545
2020-05-19,66.932493
2020-05-20,66.646848
2020-05-21,64.677229
2020-05-22,61.643307
2020-05-23,62.914579
2020-05-24,63.603379
2020-05-25,61.270265
2020-05-26,61.528339
2020-05-27,61.840048
2020-05-28,64.415891
2020-05-29,67.090425
2020-05-30,66.037711
2020-05-31,68.377245
2020-06-01,65.039670
2020-06-02,67.700637
2020-06-03,66.617142
2020-06-04,67.113593
2020-06-05,68.123356
2020-06-06,67.543480
2020-06-07,67.721448
2020-06-08,66.430591
2020-06-09,68.240253
2020-06-10,68.079577
2020-06-11,69.608021
2020-06-12,63.919579
2020-06-13,65.679642
2020-06-14,66.532279
2020-06-15,65.551307
2020-06-16,64.614227
2020-06-17,65.921578
2020-06-18,65.222391
2020-06-19,64.998703
2020-06-20,64.164880
2020-06-21,64.020939
2020-06-22,64.458535
2020-06-23,66.065906
2020-06-24,66.781686
2020-06-25,64.765110
2020-06-26,64.378833
2020-06-27,64.002881
2020-06-28,62.148893
2020-06-29,63.070709
2020-06-30,64.165876
2020-07-01,63.592914
2020-07-02,64.576952
2020-07-03,65.313500
2020-07-04,62.692171
2020-07-05,64.152246
2020-07-06,63.289539
2020-07-07,64.941668
2020-07-08,64.549216
2020-07-09,66.204313
2020-07-10,67.498350
2020-07-11,67.448609
2020-07-12,68.671301
2020-07-13,69.129286
2020-07-14,69.293367
2020-07-15,67.981529
2020-07-16,70.758000
2020-07-17,67.683265
2020-07-18,67.673402
2020-07-19,68.384988
2020-07-20,68.917251
2020-07-21,69.360630
2020-07-22,69.813577
2020-07-23,71.383867
2020-07-24,72.972718
2020-07-25,71.636501
2020-07-26,73.500965
2020-07-27,78.077311
2020-07-28,78.505838
2020-07-29,81.328329
2020-07-30,79.145581
2020-07-31,81.158164
2020-08-01,84.582542
2020-08-02,89.643185
2020-08-03,84.996089
2020-08-04,89.221397
2020-08-05,87.361318
2020-08-06,90.251036
2020-08-07,95.819497
2020-08-08,93.891959
2020-08-09,94.720473
2020-08-10,92.854826
2020-08-11,93.592220
2020-08-12,87.422090
2020-08-13,89.731713
2020-08-14,91.739134
2020-08-15,91.240072
2020-08-16,90.030412
2020-08-17,91.097042
2020-08-18,93.259348
2020-08-19,93.258960
2020-08-20,91.252591
2020-08-21,101.281809
2020-08-22,92.436132
2020-08-23,94.750522
2020-08-24,91.288844
2020-08-25,93.905892
2020-08-26,88.793041
2020-08-27,88.907470
2020-08-28,89.477254
2020-08-29,94.113675
2020-08-30,92.615598
2020-08-31,96.133903
2020-09-01,93.214155
2020-09-02,96.915666
2020-09-03,91.259541
2020-09-04,77.722374
2020-09-05,82.029724
2020-09-06,77.265897
2020-09-07,79.923600
2020-09-08,82.080539
2020-09-09,83.684372
2020-09-10,84.074964
2020-09-11,85.124155
2020-09-12,83.856775
2020-09-13,86.323883
2020-09-14,85.864822
2020-09-15,91.497023
2020-09-16,90.991078
2020-09-17,88.126620
2020-09-18,92.049121
2020-09-19,92.106007
2020-09-20,94.390953
2020-09-21,92.533947
2020-09-22,89.235585
2020-09-23,92.451703
2020-09-24,87.075002
2020-09-25,91.722672
2020-09-26,92.634444
2020-09-27,94.503360
2020-09-28,97.138175
2020-09-29,95.076327
2020-09-30,100.364072
2020-10-01,107.633296
2020-10-02,102.582859
2020-10-03,101.655262
2020-10-04,103.660351
2020-10-05,105.442800
2020-10-06,112.796477
2020-10-07,106.492447
2020-10-08,109.853849
